"from","to","strength","direction"
"FARP2","PLEK",0.8,0.5975
"JAM3","MZB1",0.74,0.625416666666667
"JAM3","SELP",0.76,0.737083333333333
"MZB1","SELP",0.83,0.741666666666667
"P2RY12","PLEK",0.77,0.830416666666667
"PTGER4","FARP2",0.76,0.578333333333333
"CXCL8","FUT7",0.91,0.87
"IL1B","NOTCH4",0.83,0.782916666666667
"PPIA","GOLPH3",0.81,0.551666666666667
"BAX","TNFRSF1B",0.74,0.814583333333333
"LRP5","TGFB2",0.76,0.689166666666667
"NOTCH1","TNFRSF1B",0.74,0.735
"NFIL3","PSPC1",0.78,0.9175
"APP","KIF5B",0.7,0.7
"CHUK","SOD1",0.71,0.805
"JUN","NCF1",0.7,0.519166666666667
"MAPK8","NCF1",0.84,0.665416666666667
"SOD1","TTC7A",0.74,0.636666666666667
"GREM1","TWSG1",0.75,0.905
"HFE","TGFBR3",0.72,0.820833333333333
"SMAD6","TGFBR1",0.71,0.644166666666667
"TGFBR2","USP15",0.73,0.845833333333333
"B2M","MAPK1",0.83,0.634583333333333
"BAD","SLC7A11",0.77,0.779166666666667
"BCL2","CHRNB2",0.85,0.74875
"CASP3","CNR1",0.83,0.835
"CHRNB2","SLC7A11",0.76,0.704166666666667
"IL13","CNR1",0.71,0.6275
"NTRK1","TACR1",0.78,0.734166666666667
"ANKLE1","POLQ",0.86,0.695416666666667
"MSH3","RIF1",0.85,0.837916666666667
"NDFIP1","SHLD2",0.84,0.587083333333333
"RIF1","THOC1",0.7,0.634166666666667
"SHLD1","MSH2",0.75,0.589166666666667
"DLL1","SIRT2",0.7,0.874166666666667
"SMAD3","WNT10B",0.78,0.606666666666667
"EDN1","FBXW7",0.82,0.74875
"EREG","HFE",0.72,0.704166666666667
"IL10","CCR2",0.7,0.576666666666667
"CDC42","PGF",0.77,0.833333333333333
"CDC42","SIRT2",0.73,0.798333333333333
"EREG","IL1B",0.84,0.5675
"MRGPRX2","SHH",0.7,0.84
"PPBP","VEGFC",0.7,0.78375
"VEGFB","ZNF16",0.75,0.739166666666667
"CTC1","SLFN11",0.7,0.603333333333333
"MSH6","PARP1",0.7,0.801666666666667
"ATF2","BCL3",0.72,0.865
"HOXA5","SETD2",0.73,0.9175
"HOXA5","ZEB1",0.7,0.803333333333333
"HOXB6","TBX1",0.71,0.88125
"ZC3H12A","IL1A",0.79,0.587083333333333
"FTH1","MYC",0.7,0.835
"FTH1","TP53",0.9,0.78625
"IFI30","NF1",0.74,0.544583333333333
"LTA","SOD2",0.73,0.5675
"CSF1","SRC",0.72,0.914166666666667
"ESR1","SCRIB",0.76,0.677083333333333
"FGFR2","WNT4",0.7,0.659166666666667
"LRP5","PML",0.76,0.66625
"LRP5L","PHB2",0.79,0.695833333333333
"MED1","PHB2",0.7,0.76625
"CCL3","GREM1",0.73,0.936666666666667
"ECM1","ENPP1",0.7,0.673333333333333
"GREM1","HIF1A",0.75,0.765833333333333
"PTK2B","ROCK1",0.74,0.532916666666667
"CNR1","MED1",0.73,0.687083333333333
"EPOR","PRDM1",0.78,0.728333333333333
"ENPP1","STK4",0.79,0.81
"CREB1","EIF6",0.71,0.771666666666667
"FAM3A","LDLR",0.7,0.736666666666667
"CNR1","IL1B",0.71,0.84625
"CNR1","TNFSF11",0.78,0.735
"EDNRB","TNFRSF11A",0.72,0.683333333333333
"TRPV1","IL1B",0.87,0.758333333333333
"CD36","TLR2",0.74,0.733333333333333
"KLF4","WNK1",0.76,0.69125
"PRKCA","TRAF2",0.7,0.839583333333333
"TREM2","PRKCH",0.73,0.55875
"FURIN","ITGB6",0.9,0.595
"HLA-DRB1","TRIM38",0.76,0.780416666666667
"MBP","MIR221",0.73,0.5675
"AXL","CCL19",0.81,0.740416666666667
"BLK","GAS6",0.93,0.82875
"CCL19","LILRB1",0.72,0.59375
"LYN","GAS6",0.75,0.670833333333333
"IKBKE","TRIM32",0.88,0.794166666666667
"TRAF3IP2","TRIM32",0.88,0.661666666666667
"CX3CR1","C3",0.71,0.502083333333333
"CARD9","CSF1R",0.74,0.744166666666667
"LRRC19","SFTPD",0.76,0.81875
"PTX3","ZC3H12A",0.77,0.515833333333333
"GPER1","F2",0.86,0.5175
"ACKR3","CHD7",0.74,0.679166666666667
"CHRNB2","CITED2",0.75,0.765
"CITED2","TCIRG1",0.85,0.507916666666667
"CTNNB1","MAFB",0.7,0.68875
"EPHB1","HES1",0.74,0.864166666666667
"FGFR2","FZD9",0.7,1
"ASS1","EDN1",0.7,0.78875
"AICDA","APOBEC3F",0.7,0.7975
"AKT1","SOX4",0.73,0.510833333333333
"ANXA1","SOX4",0.7,0.699166666666667
"BAK1","BMP5",0.71,0.83375
"BMP6","ONECUT1",0.72,0.804166666666667
"ILDR2","WNT5A",0.7,0.813333333333333
"ANXA1","BAD",0.77,0.855
"ADORA1","GBA",0.72,0.8975
"ADORA1","LILRB2",0.73,0.960416666666667
"AMBRA1","CD33",0.77,0.77125
"HSP90AB1","PPIA",0.75,0.721666666666667
"PPIA","PTPRC",0.76,0.84
"ITGA7","ITGA4",0.71,0.517083333333333
"LEO1","PAF1",0.75,0.713333333333333
"SETD2","VTN",0.7,0.569166666666667
"CCL5","CRK",0.79,0.817083333333333
"MYC","NR4A3",0.75,0.56
"ACVR2A","FAM20C",0.71,0.873333333333333
"FAM20C","TGFB1",0.73,0.614166666666667
"CAV1","NBN",0.73,0.895833333333333
"DDX3X","GREM1",0.78,0.789166666666667
"ENPP1","NBN",0.78,0.855
"JUN","GREM1",0.74,0.59625
"JUN","NBN",0.7,0.884166666666667
"PDGFB","RASSF2",0.73,0.680833333333333
"CLCF1","NOTCH1",0.82,0.800416666666667
"CXCR4","HES1",0.75,0.75875
"IL6ST","MTOR",0.71,0.70625
"IL6ST","PTPRZ1",0.7,0.6875
"TNFRSF1B","HES1",0.74,0.595
"TGFB1","ZC3H12A",0.75,0.730416666666667
"WNT1","SIX1",0.72,0.577083333333333
"CTNNB1","NCSTN",0.8,0.81625
"MAP2K1","CRK",0.72,0.5775
"PSEN1","NCSTN",0.72,0.600833333333333
"RBFOX2","SCRIB",0.78,0.818333333333333
"KITLG","SPNS2",0.74,0.697083333333333
"FARP2","PTGER4",0.71,0.722916666666667
"FARP2","SELP",0.71,0.650833333333333
"PTGER4","PLEK",0.7,0.688333333333333
"ID2","IHH",0.73,0.75125
"ID2","PDGFRA",0.72,0.5
"ID2","TCF21",0.74,0.527083333333333
"B2M","FTH1",0.71,0.754166666666667
"HAMP","SLC40A1",0.71,0.8175
"IFNG","TF",0.74,0.581666666666667
"MCOLN1","TFRC",0.78,0.625416666666667
"NECTIN1","SLC11A2",0.84,0.699166666666667
"MYO1C","PIK3R1",0.7,0.759583333333333
"CD244","IGF1",0.7,0.804583333333333
"GPER1","IRS2",0.71,0.771666666666667
"HRH1","IFNG",0.74,0.7825
"P2RX7","IFNG",0.78,0.515416666666667
"SRC","SNCA",0.78,0.555
"BAX","ZFPM1",0.8,0.778333333333333
"CCR2","HHEX",0.73,0.825
"HHEX","MIR221",0.72,0.879166666666667
"HOXA5","THBS1",0.72,0.856666666666667
"KLF4","YJEFN3",0.76,0.511666666666667
"NF1","PPARG",0.73,0.663333333333333
"CYRIB","HCLS1",0.85,0.709166666666667
"FKBP1A","RBPJ",0.9,0.693333333333333
"FKBP1A","SOS1",0.73,0.767083333333333
"GAS6","HIF1A",0.71,0.869166666666667
"DUSP3","WNT4",0.7,0.822083333333333
"DUSP3","SDC4",0.84,0.735833333333333
"HRG","PTPRJ",0.73,0.775833333333333
"PIK3R1","VEGFA",0.84,0.798333333333333
"SMAD3","VEGFA",0.75,0.616666666666667
"ALCAM","PVR",0.74,0.799583333333333
"CD164","JAML",0.74,0.850833333333333
"CD6","TENM1",0.75,0.664166666666667
"ICAM1","SELE",0.89,0.863333333333333
"ITGAL","VCAM1",0.8,0.769166666666667
"LGALS7B","SELP",0.7,0.571666666666667
"AKT1","DBH",0.83,0.874583333333333
"APOE","EPHB2",0.71,0.705
"BCL2","DBH",0.74,0.764166666666667
"BCL2","THBS4",0.77,0.725
"EXT1","THBS1",0.8,0.8075
"RAG1","TACR1",0.72,0.673333333333333
"CDK5RAP3","NDFIP1",0.75,0.800416666666667
"EDN1","STK4",0.79,0.81875
"MDK","VEGFA",0.71,0.803333333333333
"NRARP","VEGFA",0.88,0.9
"RBM15","SFRP2",0.83,0.724583333333333
"SFRP2","SRF",0.74,0.781666666666667
"CTNNB1","FOS",0.84,0.745
"EDN1","FOS",0.74,0.724583333333333
"EDN1","NFKBIA",0.78,0.837916666666667
"JUN","NFKBIA",0.93,0.8075
"PIK3CA","RELA",0.7,0.575
"N4BP2L2","REST",0.75,0.775416666666667
"N4BP2L2","YTHDF2",0.84,0.83875
"REST","YTHDF2",0.77,0.559166666666667
"STAT3","REST",0.73,0.611666666666667
"ATF2","CD160",0.71,0.657083333333333
"MIR185","TGFB2",0.74,0.983333333333333
"YJEFN3","KLF4",0.71,0.595
"ARRB2","VSIR",0.89,0.719583333333333
"BMP4","EMILIN1",0.7,0.60625
"MFAP4","RGCC",0.79,0.828333333333333
"MFAP4","VIM",0.79,0.775833333333333
"DAB2IP","MED1",0.72,0.752916666666667
"BAD","FOS",0.8,0.8175
"BAD","THBS1",0.77,0.65
"CAV1","TGFB3",0.73,0.587083333333333
"IGF1R","MBP",0.75,0.785833333333333
"NR1H3","SRC",0.71,0.660833333333333
"NR1H3","TGFB3",0.71,0.79875
"TGFB1","FOS",0.79,0.514583333333333
"ADORA1","NR1H2",0.79,0.751666666666667
"ADORA1","PRKCE",0.77,0.8825
"ATG5","NLRP6",0.88,0.910833333333333
"CYBA","NR1H2",0.7,0.745833333333333
"CYBA","STK39",0.7,0.76
"GJA1","OPRK1",0.82,0.876666666666667
"KCNN4","NR1H3",0.71,0.64625
"KCNN4","STK39",0.7,0.7675
"PRKCE","NLRP6",0.78,0.620833333333333
"VAMP8","PRKCE",0.7,0.689166666666667
"WNK1","NR1H2",0.7,0.550833333333333
"MFNG","YTHDF2",0.86,0.761666666666667
"CAMLG","USP14",0.76,0.845833333333333
"HFE","RNF19B",0.73,0.78
"EDN3","WNK1",0.7,0.798333333333333
"RIPK1","METTL3",0.7,0.685833333333333
"BMPR1A","EDN3",0.76,0.84
"CDC42","HIF1A",0.73,0.873333333333333
"KITLG","SEMA7A",0.71,0.825833333333333
"ATF4","MFAP4",0.76,0.815
"BAX","YY1",0.8,0.694166666666667
"MMP9","STK11",0.71,0.603333333333333
"AICDA","GATA3",0.72,0.797916666666667
"APOBEC3G","TET2",1,0.925
"OTUD4","TRIM28",0.89,0.718333333333333
"TOX","TET2",0.74,0.789166666666667
"CCL24","FER",0.7,0.720833333333333
"CCR7","RHOA",0.83,0.773333333333333
"CDC42EP2","DLG1",0.87,0.780833333333333
"HCK","PAK1",0.74,0.839166666666667
"PRKCE","RHOA",0.7,0.825833333333333
"FOXC1","GLI3",0.7,1
"IFI6","SRC",0.71,0.619166666666667
"EGR1","STAT1",0.72,0.705833333333333
"FLCN","PDGFB",0.82,0.6025
"GATA3","PDGFD",0.85,0.635
"GPC3","MYC",0.95,0.6525
"ARRB2","BMP4",0.79,0.792916666666667
"DHX36","MEF2C",0.89,0.71625
"EFNB2","GPER1",0.82,0.865416666666667
"GATA6","GPER1",0.75,0.915
"GATA6","KAT2A",0.73,0.79375
"HAMP","MIR17HG",0.74,0.885
"HLX","TGFBR3",0.71,0.751666666666667
"IGF2","MIR17HG",0.71,0.719583333333333
"MAPK14","PIM1",0.73,0.7475
"MDK","SERPINE1",0.72,0.7225
"CASP3","STAT3",0.73,0.67125
"ESRRA","GPER1",0.81,0.754583333333333
"F7","POU4F1",0.75,0.895
"ARRB2","EZR",0.72,0.834166666666667
"EZR","TFRC",0.79,0.82
"ITGB1","VEGFA",0.86,0.710416666666667
"APPL1","PML",0.77,0.666666666666667
"DMTN","ITGB1",0.82,0.787083333333333
"PAK3","SGPL1",0.81,0.652083333333333
"APOE","EDNRB",0.7,0.55875
"EXT1","KLF2",0.73,0.763333333333333
"EXT1","PLA2G6",0.73,0.613333333333333
"TNF","SOD2",0.8,0.531666666666667
"HRH2","KLF2",0.77,0.724166666666667
"CX3CR1","RAB10",0.75,0.759583333333333
"CX3CR1","ZNF335",0.78,0.755416666666667
"APOA1","SOS2",0.75,0.822916666666667
"ERBIN","ITPKB",0.75,0.710833333333333
"ITPKB","NTRK1",0.79,0.605833333333333
"NOTCH2","RAC1",0.85,0.699166666666667
"COLEC10","MMP14",0.7,0.85625
"COLEC10","TBX1",0.7,0.700416666666667
"EXT1","SETD2",0.89,0.900833333333333
"FGFR2","PAX5",0.71,0.737916666666667
"FOXE1","RUNX2",0.7,0.78125
"SLC39A3","TGFB2",0.74,0.540833333333333
"HIF1A","GCH1",0.7,0.506666666666667
"HIF1A","TNF",0.74,0.815
"LEO1","TRIM15",0.83,0.7375
"SFRP2","GATA6",0.84,0.555833333333333
"ACE","APOD",0.82,0.897083333333333
"ACE","THBS1",0.74,0.73375
"DUSP22","IKBKB",0.75,0.84
"IKBKB","TLR2",0.82,0.529166666666667
"ROCK1","TLR2",0.77,0.575
"THBS1","TNF",0.79,0.7625
"TNF","SRC",0.72,0.630833333333333
"WNT5A","IKBKB",0.85,0.508333333333333
"BAD","BMP4",0.74,0.71
"BAD","HIF1A",0.81,0.8225
"CDK6","RARA",0.74,0.82
"FASN","WNT5A",0.81,0.692083333333333
"PDPK1","PRDM1",0.73,0.706666666666667
"RARA","HOXA5",0.74,0.67625
"APOBEC3F","CXCL8",0.71,0.535833333333333
"APOBEC3H","TOP2A",0.71,0.527083333333333
"PCBP2","TRIM28",0.79,0.750833333333333
"CTNNB1","CXCR4",0.81,0.93375
"CTNNB1","DUSP10",0.71,0.87125
"MDK","PTPRZ1",0.74,0.649583333333333
"TNFRSF21","CXCR4",0.88,0.505833333333333
"BAX","GPER1",0.8,0.788333333333333
"BAX","XCL1",0.71,0.768333333333333
"BDKRB1","XCL1",0.8,0.595416666666667
"IL13","PLCG1",0.71,0.71375
"PDPK1","SNCA",0.86,0.7175
"PLCG1","XCL1",0.72,0.6625
"PDGFB","WNT4",0.71,0.6575
"CYBA","HIF1A",0.76,0.73
"OAS2","HIF1A",0.71,0.718333333333333
"STAT5B","TRAF3IP2",0.74,0.709166666666667
"EDN1","SNCA",0.71,0.629166666666667
"MALT1","TLR3",0.86,0.775416666666667
"MAP3K7","TIRAP",0.74,0.663333333333333
"TIRAP","TLR3",0.84,0.74125
"TLR3","TNFSF15",0.72,0.596666666666667
"TLR3","TRAF2",0.76,0.580833333333333
"TLR6","TNFSF15",0.92,0.689583333333333
"AKAP8","SIRT1",0.8,0.721666666666667
"ASS1","PRKCE",0.7,0.599166666666667
"APOBEC3G","APOBEC3C",0.74,0.597916666666667
"APOBEC3H","APOBEC3B",0.78,0.792083333333333
"LYN","SNX4",0.74,0.69625
"SNAP23","SNX4",0.95,0.59875
"VAMP7","VAMP8",0.87,0.732083333333333
"NLRP6","PRKCE",0.87,0.505416666666667
"APOA1","MBP",0.71,0.5625
"FURIN","GATA6",0.81,0.692083333333333
"HSP90AB1","LILRB1",0.74,0.614583333333333
"NOP53","TNIP1",0.79,0.584166666666667
"NOP53","ZC3H12A",0.85,0.697083333333333
"PARK7","TNIP1",0.85,0.634166666666667
"TRIM21","ZC3H12A",0.87,0.775416666666667
"ABL1","PRNP",0.89,0.864583333333333
"ADORA1","CX3CR1",0.82,0.897916666666667
"AGER","CX3CR1",0.74,0.809166666666666
"APP","TYROBP",0.81,0.660416666666667
"CX3CR1","TYROBP",0.73,0.519583333333333
"TYROBP","PRNP",0.7,0.545
"CASP3","STK3",0.7,0.773333333333333
"ATM","WNT10B",0.87,0.86
"CREB1","TBX1",0.73,0.59625
"IGFBP2","PTK2B",0.76,0.76
"LYN","RARA",0.78,0.80375
"PHB2","RET",0.74,0.723333333333333
"CAV1","PTPRC",0.75,0.795416666666667
"CD2","FLOT2",0.82,0.799583333333333
"CD2","YJEFN3",0.81,0.812916666666667
"FLOT1","YJEFN3",0.73,0.678333333333333
"GSN","FLOT2",0.71,0.5875
"RFTN1","YJEFN3",0.73,0.720833333333333
"TNFRSF11A","IL1B",0.7,0.5175
"IL10","TNF",0.81,0.920833333333333
"CDC42","CITED2",0.74,0.792916666666667
"HES1","JAG1",0.7,0.869166666666667
"HES1","MAPK3",0.79,0.745416666666667
"CAMK1D","LYN",0.83,0.839166666666667
"ALOX5","MEF2C",0.71,0.783333333333333
"CEBPB","MEF2C",0.72,0.685
"ACE","PPARG",0.81,0.9275
"CYBA","RAB8B",0.7,0.78
"ACVR2A","PPARG",0.7,0.6975
"TGFB2","TGFBR2",0.7,0.62
"ADAM17","FST",0.82,0.892083333333333
"MIR17HG","PPARG",0.76,0.8375
"CCND3","CUL4A",0.84,0.854166666666667
"ADTRP","NDFIP1",0.71,0.878333333333333
"GBP1","RSAD2",0.74,0.975
"HECTD1","MAPT",0.73,0.916666666666667
"EDNRB","SEMA4A",0.72,0.835833333333333
"KITLG","HIF1A",0.71,0.646666666666667
"MAPK3","RET",0.73,0.598333333333333
"BMP4","IL12B",0.73,0.701666666666667
"FZD7","LMO4",0.86,0.82375
"HES1","IL23R",0.75,0.634166666666667
"HES1","TBX21",0.78,0.60625
"IL12B","SFRP2",0.8,0.78125
"LMO4","LOXL3",0.74,0.50875
"WNT5A","LOXL3",0.75,0.6275
"EXT1","FZD7",0.75,0.706666666666667
"FUT10","TGFB2",0.77,0.64625
"HOXB4","TGFB2",0.74,0.6725
"PAFAH1B1","SFRP2",0.79,0.602916666666667
"SFRP2","ZFP36L2",0.71,0.810416666666667
"ZBTB16","ZFP36L2",0.92,0.766666666666667
"DBH","GCH1",0.72,0.525416666666667
"GCH1","TRPV1",0.78,0.584583333333333
"THBS1","TACR1",0.72,0.686666666666667
"THBS4","TRPV1",0.7,0.72
"C2","CTSL",0.92,0.79625
"CTSS","STK11",0.82,0.5775
"GATA1","STK11",0.79,0.72
"GBA","HES1",0.82,0.66625
"GBA","MED1",0.74,0.61875
"GBA","TOMM70",0.72,0.8725
"HES1","TOMM70",0.75,0.715833333333333
"MED1","HES1",0.75,0.500833333333333
"CD9","NFATC2",0.79,0.712083333333333
"IL4","ITGB1",0.74,0.693333333333333
"ADORA2A","PLA2G10",0.71,0.931666666666667
"EDN1","ITGB1",0.72,0.702083333333333
"SLC12A2","TNFSF11",0.77,0.815
"APP","NCSTN",0.79,0.69375
"LGMN","PRNP",0.71,0.711666666666667
"LILRB2","NF1",0.7,0.515416666666667
"SQSTM1","EIF2AK4",0.73,0.57375
"TYROBP","YTHDF1",0.74,0.648333333333333
"SOD2","ZC3H12A",0.84,0.635833333333333
"EXO1","PMS2P6",0.72,0.798333333333333
"MSH2","PMS2",0.81,0.705833333333333
"PMS2P1","TREX1",0.76,0.7375
"BMP4","GJA1",0.85,0.77125
"BMP4","SFRP2",0.72,0.905833333333333
"ETV2","ITGA3",0.86,0.76875
"INHBA","KLF4",0.74,0.601666666666667
"ITGA3","TRIM15",0.85,0.783333333333333
"ATF2","BAX",0.71,0.795
"ATF2","SCRIB",0.77,0.92375
"BCL2L11","TNFRSF1B",0.72,0.882083333333333
"LACC1","SLC4A1",0.79,0.7925
"DEFB1","PRNP",0.85,0.83
"DEFB1","TRPM2",0.71,0.824583333333333
"DMTN","SELP",0.92,0.82375
"PTPRC","SELP",0.75,0.567916666666667
"BMP5","REST",0.76,0.96125
"HIF1A","REST",0.78,0.6525
"IGF1R","WNT4",0.86,0.595416666666667
"FLCN","PIM1",0.72,0.795833333333333
"FLCN","SIX1",0.77,0.7575
"FLCN","SOX13",0.76,0.76
"LEP","SIX1",0.74,0.74625
"PIM1","SIRT1",0.86,0.555416666666667
"TFE3","ZBTB7B",0.8,0.554166666666667
"TRPV4","SIX1",0.89,0.50875
"BMP4","TNF",0.71,0.695
"ESR1","RIPK1",0.75,0.694166666666667
"IL6","ZC3H12A",0.81,0.886666666666667
"MAP2K1","RIPK1",0.75,0.53875
"IKBKB","PRKCH",0.88,0.79625
"ACTR2","CRK",0.7,0.830833333333333
"CDC42","DBNL",0.86,0.86125
"ARRB2","RBPJ",0.74,0.783333333333333
"EFNB2","YY1",0.71,0.6775
"ADAM10","GOLPH3",0.84,0.879166666666667
"BLOC1S6","SKAP1",0.72,0.814166666666667
"ATG5","FLCN",0.78,0.83375
"FOXP3","SPI1",0.8,0.715833333333333
"KAT7","PML",0.72,0.511666666666667
"SIN3A","ZMPSTE24",0.71,0.723333333333333
"MAPK3","PAXIP1",0.73,0.691666666666667
"MAPK3","SIRT1",0.72,0.72
"IHH","VIM",0.74,0.937916666666667
"ITGA2","WNT4",0.71,0.61875
"RGCC","VIM",0.81,0.611666666666667
"TGFB1","BMP4",0.77,0.5675
"KIT","RAB27A",0.76,0.615
"MITF","RAB27A",0.72,0.630833333333333
"RAB27A","GLI3",0.7,0.509583333333333
"ABL1","VEGFA",0.78,0.815833333333334
"PTPRJ","WNT4",0.72,0.518333333333333
"RAC1","SDC4",0.76,0.703333333333333
"TEK","VEGFA",0.71,0.62
"JAK3","PIK3R1",0.82,0.853333333333333
"JAK3","PTK2",0.77,0.680416666666667
"LYN","MYC",0.77,0.795833333333333
"MYC","STAT3",0.78,0.5175
"PTPN1","PIK3R1",0.83,0.635833333333333
"EDN1","PRKAR1A",0.78,0.699166666666667
"G6PD","RBPJ",0.7,0.7075
"IGF1","JARID2",0.71,0.811666666666667
"MIR17HG","S1PR1",0.75,0.761666666666667
"MIR221","FADD",0.75,0.500416666666667
"PELI1","FADD",0.73,0.516666666666667
"RBCK1","RIPK3",0.7,0.6875
"CHD7","CYP19A1",0.74,0.64
"CHD7","SHH",0.81,0.64125
"PDGFRA","BMP5",0.73,0.547916666666667
"ARRB2","GPX1",0.74,0.615833333333333
"APPL2","IL10",0.78,0.735416666666667
"APPL2","RELA",0.88,0.657916666666667
"CRK","IL10",0.73,0.835833333333333
"LGMN","SIRT2",0.86,0.711666666666667
"MED1","SIRT2",0.9,0.6625
"ABL1","HRAS",0.77,0.9475
"FES","HCK",0.7,0.850833333333333
"HAX1","HRAS",0.75,0.847083333333333
"HCK","STAP1",0.76,0.57125
"HRAS","HCK",0.7,0.546666666666667
"ATXN1L","PLK2",0.8,0.805
"DBH","YTHDF1",0.84,0.846666666666667
"CDKN1A","TRIB1",0.78,0.83
"IL10","IL12A",0.73,0.728333333333333
"SOD2","TNFAIP3",0.89,0.811666666666667
"BLOC1S6","RAB10",0.77,0.802083333333333
"SCRIB","VAMP8",0.7,0.813333333333333
"REST","SIRT1",0.7,0.75
"MDK","MELK",0.76,0.804166666666667
"RAB10","RORA",0.81,0.9625
"CD28","MED1",0.72,0.746666666666667
"PAF1","PDGFB",0.71,0.830833333333333
"GCH1","HIF1A",0.72,0.654166666666667
"CCL5","NCK1",0.72,0.854583333333333
"DDX3X","KHDRBS1",0.76,0.864166666666667
"EIF2AK4","KHDRBS1",0.75,0.555833333333333
"EIF2B5","MTOR",0.7,0.632083333333333
"MTOR","EIF2AK4",0.7,0.749583333333333
"NCK1","YTHDF3",0.7,0.540416666666667
"YTHDF1","KHDRBS1",0.78,0.626666666666667
"YTHDF1","METTL3",0.71,0.54625
"HES1","MYC",0.78,0.829166666666667
"MIR221","TNF",0.77,0.7275
"MYC","SOX11",0.8,0.562083333333333
"PRKCH","SOX11",0.83,0.773333333333333
"MBP","RARA",0.76,0.810833333333333
"EOMES","DUSP1",0.72,0.60125
"ITGB2","MMP8",0.7,0.758333333333333
"TGFB2","GATA3",0.74,0.542916666666666
"ICAM1","PDE4D",0.74,0.742083333333333
"IKBKB","MYD88",0.7,0.565833333333333
"VEGFA","PDE4D",0.76,0.544166666666667
"F7","JAK1",0.7,0.682916666666667
"PIK3R1","PTPN1",0.82,0.501666666666667
"ANGPT1","TRIM40",0.79,0.71125
"APOD","ILRUN",0.76,0.826666666666667
"CLDN18","MFHAS1",0.71,0.696666666666667
"ILRUN","MFHAS1",0.73,0.66
"MFHAS1","NF1",0.94,0.7425
"APP","B2M",0.79,0.861666666666667
"APP","RIPK3",0.83,0.667916666666667
"CD36","FKBP1A",0.92,0.825
"TREM2","LDLR",0.89,0.615
"APPL2","PYCARD",0.72,0.568333333333333
"CCL5","TREM2",0.76,0.730833333333333
"TREM2","SH2B3",0.88,0.547916666666667
"BCL2L11","PTPN2",0.88,0.915
"NCK1","PTPN2",0.75,0.88125
"NCK2","PTPN2",0.87,0.93875
"NCK2","SIRT1",0.71,0.916666666666667
"MAD2L2","NOTCH1",0.84,0.879166666666667
"NOTCH1","RGCC",0.96,0.54875
"VEGFA","RGCC",0.72,0.52625
"IRF7","CCR5",0.73,0.65125
"JAK2","LGALS9",0.71,0.772916666666667
"KITLG","MAPK1",0.74,0.853333333333333
"SOX11","TBX1",0.73,0.6975
"PRKCA","SYK",0.77,0.732083333333333
"PRKCA","TMEM64",0.76,0.744166666666667
"TF","SYK",0.71,0.664166666666667
"TF","TNFSF11",0.72,0.710833333333333
"TNFRSF11A","SYK",0.7,0.551666666666667
"FURIN","GPLD1",0.73,0.578333333333333
"IL4R","MAPK14",0.7,0.694166666666667
"APOE","SOD1",0.81,0.835833333333333
"BMP5","SCAP",0.76,0.902916666666667
"CYP27B1","GFI1",0.78,0.714583333333333
"GFI1","PLEK",0.72,0.511666666666667
"PLEK","REST",0.9,0.672083333333333
"PLEK","SCAP",0.87,0.802083333333333
"REST","SOD1",0.71,0.772083333333333
"LRP1","SOX13",0.76,0.973333333333333
"HDAC4","PSEN1",0.72,0.690416666666667
"ERBIN","RIPOR2",0.74,0.828333333333333
"GPR55","SQSTM1",0.78,0.781666666666667
"CD36","HSF1",0.7,0.83
"CMKLR1","IL4",0.7,0.678333333333333
"CXCR4","APPL2",0.82,0.5125
"EPAS1","ZBTB7B",0.75,0.711666666666667
"ACE","SELENOS",0.7,0.779166666666667
"IRS2","NFE2L2",0.73,0.620416666666667
"IRS2","PTPN11",0.76,0.619166666666667
"LEP","TNF",0.83,0.77125
"MAPK14","SELENOS",0.78,0.6175
"MYC","SELENOS",0.82,0.605833333333333
"ASS1","NFE2L2",0.77,0.821666666666667
"KLF4","NFE2L2",0.77,0.912083333333333
"NFE2L2","SMAD7",0.9,0.5425
"TGFB3","SMAD7",0.81,0.694583333333333
"SFRP2","GATA3",0.8,0.6825
"TP53BP1","GATA3",0.7,0.54625
"XRCC5","XRCC6",0.93,0.74
"CALCOCO2","RNF31",1,0.775
"MAPK3","TBK1",0.71,0.740833333333333
"NOD1","OPTN",0.9,0.770416666666667
"BCL2L11","PTPN1",0.81,0.659583333333333
"DAB2IP","PTPN1",0.72,0.891666666666667
"PTPN1","PTPN2",0.7,0.60625
"CYBA","KLK7",0.7,0.9025
"SNCA","SRC",0.81,0.501666666666667
"LRP5L","WNT4",0.71,0.649583333333333
"ARIH2","BAG6",0.74,0.829166666666667
"CLU","HECTD1",0.71,0.780416666666667
"CTNNB1","NOTCH1",0.73,0.95625
"CTNNB1","TNF",0.88,0.824166666666667
"F11R","NOTCH1",0.73,0.790833333333333
"IKBKB","ZEB1",0.75,0.747083333333333
"PLCB1","BMP6",0.74,0.53
"ROCK1","NOTCH1",0.78,0.5225
"ZEB1","VEGFA",0.79,0.510833333333333
"ABL1","PREX1",0.7,0.7475
"PAFAH1B1","PRKDC",0.76,0.596666666666667
"GLI3","SOX9",0.71,0.674166666666667
"PSEN1","SEMA4A",0.76,0.860833333333333
"AIF1","EPS8",0.71,0.69375
"CAV1","SNX10",0.83,0.635416666666667
"CCR7","ICAM1",0.73,0.782083333333333
"DBNL","HRAS",0.8,0.812083333333333
"INPPL1","ICAM1",0.74,0.59375
"INPPL1","P2RY12",0.7,0.77625
